,x,y,name,area
0,-0.08501987042407608,-0.059945739135945156,SNOWMASS21-AF-TOPIC0-001,AF
1,-0.13221926828448188,-0.15158032992398307,SNOWMASS21-AF0-015,AF
2,-0.05955522066026795,-0.10011484088368865,SNOWMASS21-AF0_AF0-091,AF
3,-0.1469996432719984,-0.2311466391025035,SNOWMASS21-AF0_AF0-215,AF
4,-0.17248341292914973,-0.18564649846276207,SNOWMASS21-AF0_AF0-229,AF
5,-0.18960228447472852,-0.19752530071814017,SNOWMASS21-AF0_AF0-CommF2_CommF0_Stancari-113,AF
6,-0.14923211293971675,-0.20347752762165772,SNOWMASS21-AF0_AF0-IF0_IF0_Federico_Scurti-242,AF
7,-0.1391874543560457,-0.05662590595810545,SNOWMASS21-AF0_AF0_Hannes_Bartosik-051,AF
8,-0.14488366497006128,-0.1902852894158043,SNOWMASS21-AF0_AF0_Mattia_Checchin-173,AF
9,-0.1664067587997136,-0.12059888303662,SNOWMASS21-AF0_AF0_S.A._Bogacz-098,AF
10,-0.20079455597112011,-0.223993233535089,SNOWMASS21-AF0_AF0_S.Krave-246,AF
11,-0.2076614773142584,-0.16228624497276423,SNOWMASS21-AF0_AF0_toru.ogitsu@kek.jp-019,AF
12,-0.1318969257045226,-0.1849908972361862,SNOWMASS21-AF0_AF0_Y.Pischalnikov-083,AF
13,-0.17136573391788731,-0.1544074744025859,SNOWMASS21-AF1-008,AF
14,-0.2039284758463717,-0.2349135580536055,SNOWMASS21-AF1-012,AF
15,-0.2415408210049203,0.06559806050250877,SNOWMASS21-AF1_AF0-061,AF
16,-0.14246641998441448,-0.1932028234649772,SNOWMASS21-AF1_AF0-080,AF
17,-0.1882902565646081,-0.1773075646251471,SNOWMASS21-AF1_AF0-CommF4_CommF2_John_Jowett-027,AF
18,-0.13612167157478283,-0.1554738722178105,SNOWMASS21-AF1_AF0_Gennady_Stupakov-119,AF
19,-0.1567599411594406,-0.20752556331618957,SNOWMASS21-AF1_AF0_lund@frib.msu.edu-023,AF
20,-0.13113871095514973,-0.13257524261483886,SNOWMASS21-AF1_AF0_Nissen-202,AF
21,-0.15963395221844734,-0.2342667717469735,SNOWMASS21-AF1_AF0_Pietro_Musumeci-037,AF
22,-0.14964861065841303,-0.2309990779669331,SNOWMASS21-AF1_AF0_Raubenheimer-121,AF
23,-0.14579815202952914,-0.19775031974002008,SNOWMASS21-AF1_AF0_SEC-AF-186,AF
24,-0.12091826949636242,-0.06108669553931465,SNOWMASS21-AF1_AF0_Shiltsev-087,AF
25,-0.12832183150497442,-0.1549056562940692,SNOWMASS21-AF1_AF0_Zimmermann-157,AF
26,-0.13884639675468252,-0.19570327277163443,SNOWMASS21-AF1_AF1_Swapan_Chattopadhyay-174,AF
27,-0.1170191567435753,-0.15263555684175711,SNOWMASS21-AF1_AF2_Kiersten_Ruisard-145,AF
28,-0.20491827557454764,-0.09897927571159372,SNOWMASS21-AF1_AF4-161,AF
29,-0.16400824248969487,-0.18252878872531034,"SNOWMASS21-AF1_AF4_Alexander_Scheinker,_ascheink@lanl.gov-029",AF
30,0.265780926387493,0.09027628596262409,SNOWMASS21-AF1_AF5-NF3_NF0_Jaehoon_Yu-209,AF
31,-0.17265406471043712,-0.13760815027110035,SNOWMASS21-AF1_AF5_GeorgHoffstaetter-233,AF
32,-0.1629919008226168,-0.17391806563958226,SNOWMASS21-AF1_AF6-041,AF
33,-0.19947922556356323,-0.24072190310165098,SNOWMASS21-AF1_AF6-043,AF
34,-0.17776530545993446,-0.25222693952453423,SNOWMASS21-AF1_AF6-CommF0_CommF0_Thomas-248,AF
35,-0.17749666859875682,-0.20454432948214027,SNOWMASS21-AF1_AF6_Mori-218,AF
36,-0.06900044254912074,-0.15231163512267595,SNOWMASS21-AF1_AF6_Winklehner-241,AF
37,-0.13085647568556968,-0.12345763654955558,SNOWMASS21-AF1_AF6_Zimmermann-155,AF
38,-0.1581905247589161,-0.16962693244085097,SNOWMASS21-AF1_AF6_Zimmermann-156,AF
39,-0.1965816491279028,-0.25131021310696183,SNOWMASS21-AF1_AF7-099,AF
40,-0.17769347029868188,-0.2801169913909344,SNOWMASS21-AF1_AF7-117,AF
41,-0.21757820149049448,-0.03467163055645979,SNOWMASS21-AF1_AF7-140,AF
42,-0.2086356156878463,-0.1762887710458101,SNOWMASS21-AF1_AF7_GBisoffi-LRossi-100,AF
43,-0.17204750439161814,-0.16464957576240935,SNOWMASS21-AF1_AF7_Grigory_Trubnikov-181,AF
44,-0.14635230309286124,-0.1417160313736049,SNOWMASS21-AF1_AF7_Gwanghui-225,AF
45,-0.14804214579379357,-0.15357505026260418,SNOWMASS21-AF1_AF7_Gwanghui-226,AF
46,-0.15463935648154817,-0.052903202991275454,SNOWMASS21-AF1_AF7_Iryna_Chaikovska-116,AF
47,-0.1813645036439763,-0.26235660727341603,SNOWMASS21-AF1_AF7_JR_Patterson-227,AF
48,-0.21446714173820478,-0.18782232558765563,SNOWMASS21-AF1_AF7_M.Seidel-118,AF
49,-0.1753805553879227,-0.2591278944166133,SNOWMASS21-AF1_AF7_Schenkel-222,AF
50,-0.16731428482648336,-0.22756712350000208,SNOWMASS21-AF1_AF7_S_Nagaitsev-056,AF
51,-0.13891219459647708,-0.139842878509361,SNOWMASS21-AF2_AF0-112,AF
52,-0.07162266363539439,-0.0739459558296127,SNOWMASS21-AF2_AF0-NF0_NF9_Jeffrey_Eldred-092,AF
53,-0.03214920256298695,-0.07607094862688868,SNOWMASS21-AF2_AF0-NF9_NF0-121,AF
54,-0.13657058573109043,-0.12191911953397937,SNOWMASS21-AF2_AF0_Chris_Prior-050,AF
55,-0.11821136876670098,-0.11904751571689615,SNOWMASS21-AF2_AF0_pellico-158,AF
56,-0.09461627555631928,-0.10051446828932883,SNOWMASS21-AF2_AF7-052,AF
57,-0.062456170672047034,-0.10196215623110377,SNOWMASS21-AF2_AF7-139,AF
58,-0.2253352621147436,0.08335711640746993,SNOWMASS21-AF3-010,AF
59,-0.21662550099195932,0.05258670078087185,SNOWMASS21-AF3-011,AF
60,-0.20780031805283483,-0.0963635034916126,SNOWMASS21-AF3_AF0-032,AF
61,-0.16405560689077386,0.07035267089487635,SNOWMASS21-AF3_AF0-EF1_EF0_Tim_Barklow-209,AF
62,-0.23235519024384985,0.024294728006341602,SNOWMASS21-AF3_AF0_Hasan_Padamsee-074,AF
63,-0.2615223012249614,0.2586893313781905,SNOWMASS21-AF3_AF1-EF0_EF0-RF0_RF0_Benedikt1-146,AF
64,-0.23461043232713702,0.13009177465864158,SNOWMASS21-AF3_AF1-EF0_EF0-RF0_RF0_Benedikt2-147,AF
65,-0.19433900978060853,0.08846024248019306,SNOWMASS21-AF3_AF1-EF0_EF0-RF0_RF0_Benedikt3-148,AF
66,-0.22243113355463162,0.19898931702244108,SNOWMASS21-AF3_AF1-EF0_EF0-RF0_RF0_Benedikt4-149,AF
67,-0.18523395708345194,0.15314456461392495,SNOWMASS21-AF3_AF4-EF0_EF0_Armesto_LHeC_general-195,AF
68,-0.20447462018414325,0.03657303139248514,SNOWMASS21-AF3_AF4-EF0_EF0_Bhat-237,AF
69,-0.19603292180563137,-0.1829667166402507,SNOWMASS21-AF3_AF4-EF1_EF2_C3_Collaboration-243,AF
70,-0.2415408210049203,0.06559806050250877,SNOWMASS21-AF3_AF6-EF1_EF4_Litvinenko-062,AF
71,-0.2157219214035414,-0.010092907487803896,SNOWMASS21-AF3_AF7-035,AF
72,-0.2169235999381933,-0.09881722266315161,SNOWMASS21-AF3_AF7-236,AF
73,-0.17697299707454936,-0.19337353529776627,SNOWMASS21-AF3_AF7-248,AF
74,-0.1772173806148406,-0.07255192915512758,SNOWMASS21-AF3_AF7-IF9_IF0-247,AF
75,-0.18493392608845813,-0.019730121851407365,SNOWMASS21-AF3_AF7-IF9_IF6_Hongbo_Zhu-245,AF
76,-0.20561739206675841,0.0006484977707084787,SNOWMASS21-AF3_AF7_Benedikt5-150,AF
77,-0.14315975556928706,-0.10672044822518402,SNOWMASS21-AF4_AF0-033,AF
78,-0.21474863787843396,-0.005295363177858135,SNOWMASS21-AF4_AF0-069,AF
79,-0.2580360631718008,0.13220436622035817,SNOWMASS21-AF4_AF0-144,AF
80,-0.21898362049674044,0.02097223940242739,SNOWMASS21-AF4_AF0-EF0_EF0-103,AF
81,0.08675748064911999,0.24260830804593558,SNOWMASS21-AF4_AF0-EF3_EF0-NF6_NF10-081,AF
82,-0.20180237116886776,0.007272775178963625,SNOWMASS21-AF4_AF0_Hasan_Padamsee-075,AF
83,-0.21662550099195932,0.05258670078087185,SNOWMASS21-AF4_AF0_Jingyu_Tang-021,AF
84,-0.21474863787843396,-0.005295363177858135,SNOWMASS21-AF4_AF0_Peter_McIntyre-024,AF
85,-0.22960033781449488,0.021093059372965302,SNOWMASS21-AF4_AF0_Peter_McIntyre-239,AF
86,-0.1448374879293491,-0.08204113678738177,SNOWMASS21-AF4_AF0_S.A._Bogacz-109,AF
87,-0.285286278837832,0.07589305954365172,SNOWMASS21-AF4_AF1-EF0_EF0_Benedikt7-153,AF
88,-0.1474574015677373,-0.0682412055059765,SNOWMASS21-AF4_AF2_Shinji_Machida-036,AF
89,-0.1760593204525333,-0.051444418534392994,SNOWMASS21-AF4_AF3-EF0_EF0-177,AF
90,-0.25834403456292243,-0.1454481424163382,SNOWMASS21-AF4_AF3-EF0_EF0-NF0_NF0-RF0_RF0_seeman@slac.stanford.edu-025,AF
91,-0.1508654771519945,-0.16046598153170968,SNOWMASS21-AF4_AF4_Dongkeun_Park_(MIT)-169,AF
92,-0.13907029387850145,-0.10127116122127092,SNOWMASS21-AF4_AF6_C._T._Rogers-066,AF
93,-0.1447167879351866,-0.1476785981253285,SNOWMASS21-AF4_AF6_I.V._Konoplev-101,AF
94,-0.18050877651195252,-0.03518641513747556,SNOWMASS21-AF4_AF7-034,AF
95,-0.24430005901426213,-0.06139882409734678,SNOWMASS21-AF4_AF7-102,AF
96,-0.17405905090465257,-0.054231832428719734,SNOWMASS21-AF4_AF7-135,AF
97,-0.1552458759552667,-0.05819300303928551,SNOWMASS21-AF4_AF7-EF0_EF0_C._T._Rogers-065,AF
98,-0.1260028619634047,0.03390507715954455,SNOWMASS21-AF4_AF7-IF9_IF0-104,AF
99,-0.22037187411935313,-0.1524637100865773,SNOWMASS21-AF4_AF7_Kathleen_M_Amm-167,AF
100,-0.1423831972017868,-0.13739661106501067,SNOWMASS21-AF4_AF7_Luo-093,AF
101,-0.2061577876873122,-0.23635195205427423,SNOWMASS21-AF4_AF7_Prestemon-187,AF
102,-0.21324578214946377,-0.14571887355457466,SNOWMASS21-AF4_AF7_xuqj@ihep.ac.cn-022,AF
103,0.08657094081304566,-0.09170551941383889,SNOWMASS21-AF5_AF0-CF2_CF0-IF1_IF0_Alexander_Leder-244,AF
104,0.2019423141885514,-0.027343772615377435,SNOWMASS21-AF5_AF0-NF2_NF0-RF6_RF0_Vandewater-215,AF
105,-0.11342201032426806,-0.1208984481669161,SNOWMASS21-AF5_AF0-RF5_RF0_Prebys-071,AF
106,-0.1031977272944992,-0.10288491195642548,SNOWMASS21-AF5_AF0-RF5_RF0_Prebys-204,AF
107,-0.11142661330268284,-0.11988870790182096,SNOWMASS21-AF5_AF0-RF5_RF0_Prebys2-203,AF
108,-0.07555876445004321,0.006250157744122784,SNOWMASS21-AF5_AF0-RF6_RF0-163,AF
109,0.08736588260907785,-0.053886159373219576,SNOWMASS21-AF5_AF0-RF6_RF0_Raubenheimer-122,AF
110,-0.025315805660239395,-0.020344443090069476,SNOWMASS21-AF5_AF0_Frank_Rathmann-030,AF
111,-0.07303844975761817,0.04674616758613744,SNOWMASS21-AF5_AF0_T.Browder-106,AF
112,-0.08173821204780589,-0.11882512400032211,SNOWMASS21-AF5_AF6-170,AF
113,-0.15915970599692641,-0.09962363870224297,SNOWMASS21-AF6-005,AF
114,-0.1320631062999033,-0.17282036805400686,SNOWMASS21-AF6-006,AF
115,-0.1559695181905971,-0.155182195164929,SNOWMASS21-AF6-011,AF
116,-0.15964169480389903,-0.2137460296589929,SNOWMASS21-AF6_AF0-076,AF
117,-0.1554265984194305,-0.22935936015415892,SNOWMASS21-AF6_AF0-077,AF
118,-0.1587751218675039,-0.18061898210705937,SNOWMASS21-AF6_AF0-097,AF
119,-0.1360627751724257,-0.18387079289601868,SNOWMASS21-AF6_AF0-128,AF
120,-0.16945034285681554,-0.17337588345458038,SNOWMASS21-AF6_AF0-214,AF
121,-0.1929838560613478,0.003050756065483046,SNOWMASS21-AF6_AF0-EF0_EF0_Peter_McIntyre-240,AF
122,-0.20126044744302557,-0.20122766311627815,SNOWMASS21-AF6_AF0_ALEGRO-046,AF
123,-0.19072869543281026,-0.19596431097951147,SNOWMASS21-AF6_AF0_Anthony_Gonsalves-197,AF
124,-0.1571118369184961,-0.18524120550099998,SNOWMASS21-AF6_AF0_Anthony_Gonsalves-198,AF
125,-0.1468642537790951,-0.1966657986755431,SNOWMASS21-AF6_AF0_Barber-196,AF
126,-0.15618629829121972,-0.18342837412035154,SNOWMASS21-AF6_AF0_Benedetti-182,AF
127,-0.15269690421024026,-0.17416753492966477,SNOWMASS21-AF6_AF0_Bulanov-134,AF
128,-0.15337046656338718,-0.07960921090649764,SNOWMASS21-AF6_AF0_Bulanov_SFQED-190,AF
129,-0.16160741085192656,-0.24573779813889213,SNOWMASS21-AF6_AF0_Joel_England-049,AF
130,-0.1479614022794638,-0.23415050445129698,SNOWMASS21-AF6_AF0_Kiani-221,AF
131,-0.1440384720911282,-0.2197535328126889,SNOWMASS21-AF6_AF0_Krushelnick-154,AF
132,-0.17101213912087732,-0.21248956609752573,SNOWMASS21-AF6_AF0_Matthias_Fuchs-228,AF
133,-0.1819375344633109,-0.20312539538000005,SNOWMASS21-AF6_AF0_Navid_Vafaei-Najafabadi-176,AF
134,-0.16661571074958909,-0.18422379978078343,SNOWMASS21-AF6_AF0_Scherkl-179,AF
135,-0.11858238243029018,-0.10885874291685882,SNOWMASS21-AF6_AF0_Thomas-211,AF
136,-0.10800407675766208,-0.18630793508228363,SNOWMASS21-AF6_AF0_vanTilborg-200,AF
137,-0.1124943996548459,-0.19317006956556343,SNOWMASS21-AF6_AF1_Giuseppe_Torrisi-078,AF
138,-0.21223824189550172,-0.3080207239480985,SNOWMASS21-AF6_AF1_Vitaly_Yakimenko-096,AF
139,-0.15829122311766392,-0.19146295060609025,SNOWMASS21-AF6_AF4-042,AF
140,-0.12363651959068676,-0.20601901876308887,SNOWMASS21-AF6_AF4-079,AF
141,-0.23068456682354005,-0.1611348930536995,SNOWMASS21-AF6_AF4-088,AF
142,-0.19119873482268832,-0.24659482374370326,SNOWMASS21-AF6_AF4-090,AF
143,-0.21831078241432,-0.03725376551175711,SNOWMASS21-AF6_AF4-168,AF
144,-0.20855449955781513,-0.2252936155149552,SNOWMASS21-AF6_AF4-CompF3_CompF2_Brendan_OShea-165,AF
145,-0.209147460276427,-0.22624510554202484,SNOWMASS21-AF6_AF4_Schroeder-216,AF
146,-0.11450218263642666,-0.03995301798833928,SNOWMASS21-AF6_AF5-EF6_EF7_Matthew_Wing-133,AF
147,-0.14765816683672228,-0.16984868112049736,SNOWMASS21-AF6_AF5_AWAKEMuggli-068,AF
148,-0.1360627751724257,-0.18387079289601868,SNOWMASS21-AF6_AF6_Lumpkin-131,AF
149,-0.14810048202107778,-0.1974592510501791,SNOWMASS21-AF6_AF7-044,AF
150,-0.12608583003367224,-0.21521341275228636,SNOWMASS21-AF6_AF7-196,AF
151,-0.12930420633021975,-0.19182373338830472,SNOWMASS21-AF6_AF7-TF9_TF10-CompF6_CompF0_Kevin_Brown-028,AF
152,-0.12566091831854215,-0.13277899624978648,SNOWMASS21-AF6_AF7_Buescher-162,AF
153,-0.2003785935017694,-0.28092446170444807,SNOWMASS21-AF6_AF7_Massimo_Ferrario-141,AF
154,-0.15101391714530366,-0.21506644869216002,SNOWMASS21-AF7-002,AF
155,-0.20033042205054968,-0.15114898999187548,SNOWMASS21-AF7-004,AF
156,-0.1442770745408829,-0.15522648258412194,SNOWMASS21-AF7-009,AF
157,-0.18032914590410515,-0.1900249973627086,SNOWMASS21-AF7-013,AF
158,-0.11682638435587574,-0.19000417361087366,SNOWMASS21-AF7-014,AF
159,-0.06736573889584165,-0.12685220760075264,SNOWMASS21-AF7-016,AF
160,-0.07635358691610034,-0.11694105444527489,SNOWMASS21-AF7-018,AF
161,-0.21324578214946377,-0.14571887355457466,SNOWMASS21-AF7-EF9-003,AF
162,-0.07095568210051625,-0.13832150410874292,SNOWMASS21-AF7_AF0-020,AF
163,-0.17640001027025748,-0.1736820511112116,SNOWMASS21-AF7_AF0-056,AF
164,-0.20418371343997055,-0.1478469799591783,SNOWMASS21-AF7_AF0-057,AF
165,-0.20224846987938466,-0.1596008423525357,SNOWMASS21-AF7_AF0-058,AF
166,-0.12812373046930653,-0.24147194471230485,SNOWMASS21-AF7_AF0-060,AF
167,-0.14860497872730133,-0.17014778942089723,SNOWMASS21-AF7_AF0-107,AF
168,-0.18677090616064287,-0.18434833672248738,SNOWMASS21-AF7_AF0-111,AF
169,-0.16264933894374606,-0.1347425410734545,SNOWMASS21-AF7_AF0-115,AF
170,-0.09357855269315263,-0.14284609825174932,SNOWMASS21-AF7_AF0-120,AF
171,-0.15509936156524337,-0.18018844783741098,SNOWMASS21-AF7_AF0-125,AF
172,-0.1537245033678109,-0.1814248561873066,SNOWMASS21-AF7_AF0-130,AF
173,-0.13699307504032343,-0.16957497644328903,SNOWMASS21-AF7_AF0-166,AF
174,-0.15794888483530675,-0.1707911518494826,SNOWMASS21-AF7_AF0-175,AF
175,-0.18090301383226834,-0.21623192736722588,SNOWMASS21-AF7_AF0-185,AF
176,-0.14423674562317235,-0.1588947868927314,SNOWMASS21-AF7_AF0-217,AF
177,-0.15796513421928834,-0.21876267740611768,SNOWMASS21-AF7_AF0-229,AF
178,-0.17549698803401642,-0.20477559322205902,SNOWMASS21-AF7_AF0-IF7_IF0_Diagnostics_WG-105,AF
179,-0.15204913618283064,-0.18907504851069057,SNOWMASS21-AF7_AF0_Brandon_Weatherford-201,AF
180,-0.1592690926541475,-0.13884496964660956,SNOWMASS21-AF7_AF0_Cheggour-232,AF
181,-0.0783315980380406,-0.08670744688237703,SNOWMASS21-AF7_AF0_Dan_Wilcox-082,AF
182,-0.0947276411622028,-0.11713244215537992,SNOWMASS21-AF7_AF0_David_Senor-084,AF
183,-0.15281559222311147,-0.18298310054581532,SNOWMASS21-AF7_AF0_Demarteau-230,AF
184,-0.16763621716499894,-0.19710015256916472,SNOWMASS21-AF7_AF0_Diego_Arbelaez-231,AF
185,-0.15093249516441165,-0.15694274968835661,SNOWMASS21-AF7_AF0_DS_Davis-184,AF
186,-0.14771042374727156,-0.11530496805760186,SNOWMASS21-AF7_AF0_Fumitake_Kametani-067,AF
